"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",52,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2023","2023",53.3,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",66.5,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",67.8,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",76.4,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2023","2023",81.4,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",59.3,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2023","2023",65.5,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",1692,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",1745,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",45.1,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",48.8,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",788,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",740,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",1254,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",1303,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE11","11 anni e più","2022","2022",53.2,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE11","11 anni e più","2023","2023",51.7,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE11","11 anni e più","2022","2022",11202,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE11","11 anni e più","2023","2023",11198,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",668,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",612,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",50.4,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",49.6,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE11","11 anni e più","2022","2022",54.9,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE11","11 anni e più","2023","2023",55.2,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2022","2022",65,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2023","2023",66,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","1","maschi","Y_GE11","11 anni e più","2022","2022",6155,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","1","maschi","Y_GE11","11 anni e più","2023","2023",6287,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",31.1,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",32,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",1345,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",1339,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",48.5,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2023","2023",50.3,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",408,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",395,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",3574,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",3715,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",1825,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",1999,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",1019,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",1023,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",1548,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",1552,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y11-13","11-13 anni","2022","2022",2,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y11-13","11-13 anni","2023","2023",5,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","9","totale","Y11-13","11-13 anni","2022","2022",277,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","9","totale","Y11-13","11-13 anni","2023","2023",346,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2022","2022",865,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2023","2023",869,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-13","11-13 anni","2022","2022",0.7,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-13","11-13 anni","2023","2023",1.8,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",1833,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",1828,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",68.3,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",64.6,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",40.6,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2023","2023",41.3,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",1147,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",1091,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",359,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",380,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",5,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",5.9,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",62.8,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2023","2023",66.4,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",29.8,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",29.5,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",60.1,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",61.5,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE11","11 anni e più","2022","2022",48.4,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE11","11 anni e più","2023","2023",48.4,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",51.4,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",39.9,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",113,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",117,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",48,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",50.8,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",56.3,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",51.4,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",657,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",720,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",806,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2023","2023",903,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",261,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",300,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",34.4,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",34.6,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",406,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",370,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2022","2022",126,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2023","2023",103,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",2902,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",2945,,
"11_AMARI","persone di 11 anni e più che consumano amari","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",34.7,,
"11_AMARI","persone di 11 anni e più che consumano amari","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2023","2023",37.2,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",72.5,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2023","2023",69.4,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1941,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",2095,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",60.6,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2023","2023",61.2,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-13","11-13 anni","2022","2022",16.7,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-13","11-13 anni","2023","2023",19.8,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",54.2,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2023","2023",53.2,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",3092,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",3162,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",32.6,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",35.2,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",68.1,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",67.3,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2022","2022",39.6,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2023","2023",38.9,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",37.9,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",36,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",708,,
"11_ANA_ECCEZ","persone di 11 anni e più che consumano aperitivi analcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",717,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",1063,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",966,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",382,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",447,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2022","2022",60.8,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2023","2023",65,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",45.8,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",51.4,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",620,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",666,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2022","2022",422,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2023","2023",371,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",240,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",212,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1629,,
"11_AMARI","persone di 11 anni e più che consumano amari","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",1789,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2022","2022",64,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2023","2023",53,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y11-13","11-13 anni","2022","2022",13,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","THV","valori in migliaia","9","totale","Y11-13","11-13 anni","2023","2023",30,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",207,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",260,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",630,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2023","2023",701,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",352,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",302,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",56.2,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2023","2023",62.9,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",382,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",356,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",711,,
"11_ALC_ECCEZ","persone di 11 anni e più  che consumano aperitivi alcolici - eccezionalmente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",646,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",72.8,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",69.7,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","2","femmine","Y_GE11","11 anni e più","2022","2022",4741,,
"11_LIQUO","persone di 11 anni e più che consumano liquori","THV","valori in migliaia","2","femmine","Y_GE11","11 anni e più","2023","2023",4719,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE11","11 anni e più","2022","2022",65.3,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE11","11 anni e più","2023","2023",67,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",611,,
"11_AMAR_ECCEZ","persone di 11 anni e più che consumano amari - eccezionalmente","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2023","2023",616,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",881,,
"11_AP_ANA","persone di 11 anni e più che consumano aperitivi analcolici","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",849,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",58,,
"11_AP_ALC","persone di 11 anni e più  che consumano aperitivi alcolici","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",59.2,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",68.4,,
"11_LIQUO_ECCEZ","persone di 11 anni e più che consumano liquori - eccezionalmente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2023","2023",68.7,,
