"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",2386,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",1238,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",49.2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",87.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",1.2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",865,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",2.4,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",24,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2022","2022",0.3,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",2.6,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",40,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",0.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",4.2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",88,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",358,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2022","2022",6.3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",59.3,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",965,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",4.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",0,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2022","2022",10823,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",1.1,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",41.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",74,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",0,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",0.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2022","2022",1464,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",33.7,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2022","2022",6876,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",11.6,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",29.4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",4.2,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",66,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",2964,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",101,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",797,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",15.3,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",25.1,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2022","2022",3.7,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",83,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",9.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",315,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",312,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",2461,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",37,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",37,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",95,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",14.5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",90.7,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2022","2022",10,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2022","2022",0.7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2022","2022",1883,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2022","2022",3664,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",223,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",3224,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",485,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",10,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",1.2,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2022","2022",6.2,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",0.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2022","2022",0,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",6,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",12.1,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",3490,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2022","2022",66.5,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",1.2,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",17.2,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",3.3,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",7.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",1255,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",9.1,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2022","2022",41160,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",13,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2022","2022",2862,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",486,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",1,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",0.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",55,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",60,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",148,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",1206,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",0.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",85,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",15.8,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",4677,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",21.1,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",20.1,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",4.5,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",72,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",677,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",1.1,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",463,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",55.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",3.4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",215,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",1480,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",1641,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",1666,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",199,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",91,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",0.5,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",3080,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",87.8,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",215,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",27.5,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",3.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",5.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",29,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2022","2022",2.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",18,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",67,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",9,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",0.2,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",1060,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",20.4,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2022","2022",17,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",79.3,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",1.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",531,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",110,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2022","2022",0,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2022","2022",1.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",0.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",19,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",33,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",2,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",203,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",3.7,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",18.3,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",577,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",1.3,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2022","2022",19999,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",921,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",557,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",22,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",38,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",3.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2022","2022",1.7,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",16.6,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",26.7,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2022","2022",44.7,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",1772,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",0.7,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",401,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",0.7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",586,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",0,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",3,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2022","2022",74.1,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",0.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2022","2022",0.5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2022","2022",483,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",69,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",4.5,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",59.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",117,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",87.5,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",13.4,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2022","2022",96.4,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",21,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",780,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",14.7,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",12.8,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",54,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",51.4,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",134,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",1,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",1.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",30.8,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",93.3,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",511,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",29,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2022","2022",3956,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",1,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",2.1,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",1,,
